address,postcode,price,bedrooms,bathrooms,area_in_sqft,link
"1352 Homestead St, Baltimore, MD 21218",21217,101000,3,1,1350,https://www.trulia.com/home/1352-homestead-st-baltimore-md-21218-36462702
"2628 Garrett Ave, Baltimore, MD 21218",21217,200000,3,2,NaN,https://www.trulia.com/home/2628-garrett-ave-baltimore-md-21218-36463151
"3714 The Alameda, Baltimore, MD 21218",21215,172000,3,3,1890,https://www.trulia.com/home/3714-the-alameda-baltimore-md-21218-36466435
"904 Andover Rd, Baltimore, MD 21218",21215,225000,3,2,1800,https://www.trulia.com/home/904-andover-rd-baltimore-md-21218-36466775
"204 Ridgemede Rd, Baltimore, MD 21210",21215,639900,6,5,2970,https://www.trulia.com/home/204-ridgemede-rd-baltimore-md-21210-36470971
"504 McMechen St, Baltimore, MD 21217",21216,160000,2,1,NaN,https://www.trulia.com/home/504-mcmechen-st-baltimore-md-21217-36488130
"2047 Ruxton Ave, Baltimore, MD 21216",21230,120000,3,2,NaN,https://www.trulia.com/home/2047-ruxton-ave-baltimore-md-21216-36495238
"2221 Windsor Ave, Baltimore, MD 21216",21202,248000,3,2,NaN,https://www.trulia.com/home/2221-windsor-ave-baltimore-md-21216-36495440
"3805 Grantley Rd, Baltimore, MD 21215",21201,389900,5,4,2990,https://www.trulia.com/home/3805-grantley-rd-baltimore-md-21215-36497682
"3206 Liberty Heights Ave, Baltimore, MD 21215",21230,339900,5,4,3592,https://www.trulia.com/home/3206-liberty-heights-ave-baltimore-md-21215-36498466
"2915 Rockrose Ave, Baltimore, MD 21215",21230,140000,4,2,NaN,https://www.trulia.com/home/2915-rockrose-ave-baltimore-md-21215-36501915
"3844 Greenspring Ave, Baltimore, MD 21211",21230,261900,4,3,1300,https://www.trulia.com/home/3844-greenspring-ave-baltimore-md-21211-36502763
"1627 N  Smallwood St, Baltimore, MD 21216",21229,260000,5,3,NaN,https://www.trulia.com/home/1627-n-smallwood-st-baltimore-md-21216-36505323
"767 Linnard St, Baltimore, MD 21229",21225,220000,3,2,1224,https://www.trulia.com/home/767-linnard-st-baltimore-md-21229-36511498
"768 Linnard St, Baltimore, MD 21229",21224,249900,4,4,1836,https://www.trulia.com/home/768-linnard-st-baltimore-md-21229-36511542
"948 N  Rosedale St, Baltimore, MD 21216",21224,74900,3,1,1080,https://www.trulia.com/home/948-n-rosedale-st-baltimore-md-21216-36513455
"2808 Presstman St, Baltimore, MD 21216",21224,235000,4,2,1460,https://www.trulia.com/home/2808-presstman-st-baltimore-md-21216-36513989
"706 Brune St, Baltimore, MD 21201",21213,220000,4,4,1428,https://www.trulia.com/home/706-brune-st-baltimore-md-21201-36516242
"1024 Boyd St, Baltimore, MD 21223",21213,199900,3,1,NaN,https://www.trulia.com/home/1024-boyd-st-baltimore-md-21223-36517441
"925 W  Fayette St, Baltimore, MD 21223",21213,30000,NaN,NaN,NaN,https://www.trulia.com/home/925-W-Fayette-St-Baltimore-MD-21223-36518170
"923 W  Fayette St, Baltimore, MD 21223",21206,20000,NaN,NaN,NaN,https://www.trulia.com/home/923-W-Fayette-St-Baltimore-MD-21223-36518171
"27 N  Amity St, Baltimore, MD 21223",21214,20000,NaN,NaN,NaN,https://www.trulia.com/home/27-N-Amity-St-Baltimore-MD-21223-36518174
"165 N  Monastery Ave, Baltimore, MD 21229",21214,220000,4,3,1825,https://www.trulia.com/home/165-n-monastery-ave-baltimore-md-21229-36530397
"21 W  Barney St, Baltimore, MD 21230",21215,260000,2,3,1600,https://www.trulia.com/home/21-w-barney-st-baltimore-md-21230-36537880
"1444 Andre St, Baltimore, MD 21230",21215,465000,3,3,1536,https://www.trulia.com/home/1444-andre-st-baltimore-md-21230-36541775
"602 Arsan Ave, Baltimore, MD 21225",21239,130000,2,1,1294,https://www.trulia.com/home/602-arsan-ave-baltimore-md-21225-36550962
"3845 Brooklyn Ave, Baltimore, MD 21225",21230,219900,4,2,1350,https://www.trulia.com/home/3845-brooklyn-ave-baltimore-md-21225-36551964
"1025 Church St, Baltimore, MD 21225",21230,250000,4,2,1020,https://www.trulia.com/home/1025-church-st-baltimore-md-21225-36554728
"634 S  Eaton St, Baltimore, MD 21224",21230,320000,2,3,1541,https://www.trulia.com/home/634-s-eaton-st-baltimore-md-21224-36559618
"418 S  Bouldin St, Baltimore, MD 21224",21230,510000,3,4,1800,https://www.trulia.com/home/418-s-bouldin-st-baltimore-md-21224-36560305
"3601 Mount Pleasant Ave, Baltimore, MD 21224",21230,130000,3,2,1392,https://www.trulia.com/home/3601-mount-pleasant-ave-baltimore-md-21224-36561274
"446 N  Bouldin St, Baltimore, MD 21224",21234,115000,3,2,976,https://www.trulia.com/home/446-n-bouldin-st-baltimore-md-21224-36565456
"2803 Bayonne Ave, Baltimore, MD 21214",21231,259000,4,NaN,1608,https://www.trulia.com/home/2803-bayonne-ave-baltimore-md-21214-36585297
"5508 N  Charles St, Baltimore, MD 21210",21224,735000,3,4,2759,https://www.trulia.com/home/5508-n-charles-st-baltimore-md-21210-36591108
"5313 Nelson Ave, Baltimore, MD 21215",21213,168900,4,2,1428,https://www.trulia.com/home/5313-nelson-ave-baltimore-md-21215-36598633
"5718 Greenspring Ave, Baltimore, MD 21209",21218,385000,4,3,2165,https://www.trulia.com/home/5718-greenspring-ave-baltimore-md-21209-36603361
"5722 Greenspring Ave, Baltimore, MD 21209",21211,80000,NaN,NaN,NaN,https://www.trulia.com/home/5722-Greenspring-Ave-Baltimore-MD-21209-36603362
"6409 Fernbank Ave, Baltimore, MD 21214",21218,219900,3,2,1620,https://www.trulia.com/home/6409-fernbank-ave-baltimore-md-21214-36608893
"5102 Saint Georges Ave, Baltimore, MD 21212",21218,339900,4,2,1196,https://www.trulia.com/home/5102-saint-georges-ave-baltimore-md-21212-36613843
"4315 Chatham Rd, Baltimore, MD 21207",21211,299900,4,3,1560,https://www.trulia.com/home/4315-chatham-rd-baltimore-md-21207-36625789
"709 Dryden Dr, Baltimore, MD 21229",21217,449000,4,3,2095,https://www.trulia.com/home/709-dryden-dr-baltimore-md-21229-36629390
"4422 Old Frederick Rd, Baltimore, MD 21229",21217,330000,4,4,1840,https://www.trulia.com/home/4422-old-frederick-rd-baltimore-md-21229-125462244
"19 S  Carrollton Ave, Baltimore, MD 21223",21215,300000,2,2,1440,https://www.trulia.com/home/19-s-carrollton-ave-baltimore-md-21223-131284249
"21 S  Carrollton Ave, Baltimore, MD 21223",21215,300000,3,2,1470,https://www.trulia.com/home/21-s-carrollton-ave-baltimore-md-21223-131284250
"2901 Norfolk Ave, Baltimore, MD 21215",21215,275000,5,4,2700,https://www.trulia.com/home/2901-norfolk-ave-baltimore-md-21215-241969432
"1346 N  Fremont Ave, Baltimore, MD 21217",21216,69990,NaN,NaN,NaN,https://www.trulia.com/home/1346-n-fremont-ave-baltimore-md-21217-294974128
"19 Branchwood Ct, Baltimore, MD 21208",21230,899900,3,4,3227,https://www.trulia.com/home/19-branchwood-ct-baltimore-md-21208-36346432
"522 S  Milton Ave, Baltimore, MD 21224",21202,315000,2,2,1102,https://www.trulia.com/home/522-s-milton-ave-baltimore-md-21224-36429586
"648 S  Belnord Ave, Baltimore, MD 21224",21201,429900,3,2,1556,https://www.trulia.com/home/648-s-belnord-ave-baltimore-md-21224-36432847
"119 S  Potomac St, Baltimore, MD 21224",21230,389000,3,4,1764,https://www.trulia.com/home/119-s-potomac-st-baltimore-md-21224-36433708
"21 N  Glover St, Baltimore, MD 21224",21230,299890,3,3,1630,https://www.trulia.com/home/21-n-glover-st-baltimore-md-21224-36440850
"2727 E  Madison St, Baltimore, MD 21205",21230,105000,3,1,NaN,https://www.trulia.com/home/2727-e-madison-st-baltimore-md-21205-36445086
"724 N  Kenwood Ave, Baltimore, MD 21205",21229,185000,3,3,NaN,https://www.trulia.com/home/724-n-kenwood-ave-baltimore-md-21205-36445098
"2733 Pelham Ave, Baltimore, MD 21213",21225,229000,3,2,1360,https://www.trulia.com/home/2733-pelham-ave-baltimore-md-21213-36447290
"2613 E  Oliver St, Baltimore, MD 21213",21224,140000,3,1,140,https://www.trulia.com/home/2613-e-oliver-st-baltimore-md-21213-36452908
"1301 Kenhill Ave, Baltimore, MD 21213",21224,199900,3,NaN,1340,https://www.trulia.com/home/1301-kenhill-ave-baltimore-md-21213-36455393
"4100 N  Charles St #511, Baltimore, MD 21218",21224,249000,1,1,1084,https://www.trulia.com/home/4100-n-charles-st-511-baltimore-md-21218-36471509
"2305 N  Calvert St, Baltimore, MD 21218",21213,365000,5,5,2088,https://www.trulia.com/home/2305-n-calvert-st-baltimore-md-21218-36474416
"324 E  28th St, Baltimore, MD 21218",21213,215000,3,1,1244,https://www.trulia.com/home/324-e-28th-st-baltimore-md-21218-36475882
"3010 Keswick Rd, Baltimore, MD 21211",21213,295000,2,3,1092,https://www.trulia.com/home/3010-keswick-rd-baltimore-md-21211-36483666
"4107 Norfolk Ave, Baltimore, MD 21216",21206,220000,3,3,1836,https://www.trulia.com/home/4107-norfolk-ave-baltimore-md-21216-36489379
"1632 Ruxton Ave, Baltimore, MD 21216",21214,249900,3,4,2125,https://www.trulia.com/home/1632-ruxton-ave-baltimore-md-21216-36492426
"3028 Tioga Pkwy, Baltimore, MD 21215",21214,65000,3,1,1700,https://www.trulia.com/home/3028-tioga-pkwy-baltimore-md-21215-36495518
"3401 Liberty Heights Ave, Baltimore, MD 21215",21215,274900,3,3,1408,https://www.trulia.com/home/3401-liberty-heights-ave-baltimore-md-21215-36499640
"4228 Pimlico Rd, Baltimore, MD 21215",21215,105000,3,2,NaN,https://www.trulia.com/home/4228-pimlico-rd-baltimore-md-21215-36503659
"3017 Ridgewood Ave, Baltimore, MD 21215",21239,54500,3,1,1200,https://www.trulia.com/home/3017-ridgewood-ave-baltimore-md-21215-36504516
"3715 Harlem Ave, Baltimore, MD 21229",21230,150000,3,1,1440,https://www.trulia.com/home/3715-harlem-ave-baltimore-md-21229-36510531
"2904 Presstman St, Baltimore, MD 21216",21230,120000,3,1,1296,https://www.trulia.com/home/2904-presstman-st-baltimore-md-21216-36511791
"2236 W  Fayette St, Baltimore, MD 21223",21230,130000,3,1,NaN,https://www.trulia.com/home/2236-w-fayette-st-baltimore-md-21223-36527911
"52 N  Monastery Ave, Baltimore, MD 21229",21230,269000,4,4,1395,https://www.trulia.com/home/52-n-monastery-ave-baltimore-md-21229-36530058
"19 N  Hilton St, Baltimore, MD 21229",21230,195000,3,2,1186,https://www.trulia.com/home/19-n-hilton-st-baltimore-md-21229-36531298
"1057 W  Barre St, Baltimore, MD 21230",21234,279900,4,3,1665,https://www.trulia.com/home/1057-w-barre-st-baltimore-md-21230-36532418
"1127 Ward St, Baltimore, MD 21230",21231,249900,3,2,1194,https://www.trulia.com/home/1127-ward-st-baltimore-md-21230-36532940
"669 Washington Blvd, Baltimore, MD 21230",21224,279000,2,2,1742,https://www.trulia.com/home/669-washington-blvd-baltimore-md-21230-36535723
"1526 Byrd St, Baltimore, MD 21230",21213,269900,2,3,1200,https://www.trulia.com/home/1526-byrd-st-baltimore-md-21230-36539226
"3501 Esther Pl, Baltimore, MD 21224",21218,165000,2,1,968,https://www.trulia.com/home/3501-esther-pl-baltimore-md-21224-36564051
"3001 Kenyon Ave, Baltimore, MD 21213",21211,164000,2,1,1179,https://www.trulia.com/home/3001-kenyon-ave-baltimore-md-21213-36573545
"4919 Hamilton Ave, Baltimore, MD 21206",21218,310000,3,2,1188,https://www.trulia.com/home/4919-hamilton-ave-baltimore-md-21206-36575737
"3806 Hamilton Ave, Baltimore, MD 21206",21218,249900,3,2,1424,https://www.trulia.com/home/3806-hamilton-ave-baltimore-md-21206-36577793
"3812 Woodlea Ave, Baltimore, MD 21206",21211,299900,4,2,1296,https://www.trulia.com/home/3812-woodlea-ave-baltimore-md-21206-36580185
"3204 Westfield Ave, Baltimore, MD 21214",21217,379900,5,3,2465,https://www.trulia.com/home/3204-westfield-ave-baltimore-md-21214-36585093
"5504 Ready Ave, Baltimore, MD 21212",21217,229900,3,3,2016,https://www.trulia.com/home/5504-ready-ave-baltimore-md-21212-36615691
"702 S  Bond St, Baltimore, MD 21231",21215,539000,2,3,2200,https://www.trulia.com/home/702-s-bond-st-baltimore-md-21231-54846848
"643 W  Hoffman St, Baltimore, MD 21201",21215,210000,3,3,1408,https://www.trulia.com/home/643-w-hoffman-st-baltimore-md-21201-60540272
"2621 Maryland Ave, Baltimore, MD 21218",21215,265000,4,3,1554,https://www.trulia.com/home/2621-maryland-ave-baltimore-md-21218-122476710
"19 N  Stricker St, Baltimore, MD 21223",21216,499900,8,3,4290,https://www.trulia.com/home/19-n-stricker-st-baltimore-md-21223-131288303
"117 N  Rose St, Baltimore, MD 21224",21230,235000,2,1,1238,https://www.trulia.com/home/117-n-rose-st-baltimore-md-21224-36440659
"823 N  Port St, Baltimore, MD 21205",21202,114900,2,1,1200,https://www.trulia.com/home/823-n-port-st-baltimore-md-21205-36442169
"3301 Richmond Ave, Baltimore, MD 21213",21201,375000,4,3,2057,https://www.trulia.com/home/3301-richmond-ave-baltimore-md-21213-36447053
"3109 Belair Rd, Baltimore, MD 21213",21230,82900,3,1,1414,https://www.trulia.com/home/3109-belair-rd-baltimore-md-21213-36456591
"1413 E  Lafayette Ave, Baltimore, MD 21213",21230,25000,3,2,NaN,https://www.trulia.com/home/1413-e-lafayette-ave-baltimore-md-21213-36460746
"1812 E  28th St, Baltimore, MD 21218",21230,199900,3,2,1580,https://www.trulia.com/home/1812-e-28th-st-baltimore-md-21218-36464591
"1622 E  29th St, Baltimore, MD 21218",21229,55000,3,1,NaN,https://www.trulia.com/home/1622-e-29th-st-baltimore-md-21218-36464660
"324 E  University Pkwy, Baltimore, MD 21218",21225,445000,4,3,1809,https://www.trulia.com/home/324-e-university-pkwy-baltimore-md-21218-36477138
"624 Berry St, Baltimore, MD 21211",21224,394900,3,4,1404,https://www.trulia.com/home/624-berry-st-baltimore-md-21211-36478752
"2330 Madison Ave, Baltimore, MD 21217",21224,579998,5,5,4060,https://www.trulia.com/home/2330-madison-ave-baltimore-md-21217-36482533
"2203 Linden Ave, Baltimore, MD 21217",21224,450000,5,4,3480,https://www.trulia.com/home/2203-linden-ave-baltimore-md-21217-36482891
"117 S  Schroeder St, Baltimore, MD 21223",21213,275000,4,4,2464,https://www.trulia.com/home/117-s-schroeder-st-baltimore-md-21223-36517887
"1844 Wilkens Ave, Baltimore, MD 21223",21213,69900,3,1,NaN,https://www.trulia.com/home/1844-wilkens-ave-baltimore-md-21223-36520148
"4217 Potter St, Baltimore, MD 21229",21213,10000,NaN,NaN,1254,https://www.trulia.com/home/4217-potter-st-baltimore-md-21229-36522898
"134 N  Edgewood St, Baltimore, MD 21229",21206,254900,4,2,1200,https://www.trulia.com/home/134-n-edgewood-st-baltimore-md-21229-36529357
"1701 Marshall St, Baltimore, MD 21230",21214,399000,4,4,1522,https://www.trulia.com/home/1701-marshall-st-baltimore-md-21230-36538296
"202 E  Cross St, Baltimore, MD 21230",21214,445000,3,3,1644,https://www.trulia.com/home/202-e-cross-st-baltimore-md-21230-36538667
"117 Bloomsberry St, Baltimore, MD 21230",21215,190000,2,1,888,https://www.trulia.com/home/117-bloomsberry-st-baltimore-md-21230-36539911
"107 E  Barney St, Baltimore, MD 21230",21215,285000,2,2,1120,https://www.trulia.com/home/107-e-barney-st-baltimore-md-21230-36540016
"3602 Fait Ave, Baltimore, MD 21224",21239,560000,4,3,1880,https://www.trulia.com/home/3602-fait-ave-baltimore-md-21224-36559759
"3314 Royce Ave, Baltimore, MD 21215",21230,170000,3,3,1780,https://www.trulia.com/home/3314-royce-ave-baltimore-md-21215-36597017
"3815 Glengyle Ave, Baltimore, MD 21215",21230,279900,4,2,1650,https://www.trulia.com/home/3815-glengyle-ave-baltimore-md-21215-36603837
"2806 Hemlock Ave, Baltimore, MD 21214",21230,329900,4,3,1575,https://www.trulia.com/home/2806-hemlock-ave-baltimore-md-21214-36609082
"1741 Aliceanna St, Baltimore, MD 21231",21230,850000,3,4,2754,https://www.trulia.com/home/1741-aliceanna-st-baltimore-md-21231-119196943
"711 William St, Baltimore, MD 21230",21230,350000,2,2,1310,https://www.trulia.com/home/711-william-st-baltimore-md-21230-249764296
"2105 Hollins St, Baltimore, MD 21223",21234,15000,NaN,NaN,NaN,https://www.trulia.com/home/2105-hollins-st-baltimore-md-21223-294976238
"201 E  North Ave, Baltimore, MD 21202",21231,975000,12,NaN,4080,https://www.trulia.com/home/201-e-north-ave-baltimore-md-21202-2091531689
"806 Braeside Rd, Baltimore, MD 21229",21224,255000,4,2,1540,https://www.trulia.com/home/806-braeside-rd-baltimore-md-21229-36199023
"35 Lighttown Ct #35, Baltimore, MD 21208",21213,375000,3,4,2250,https://www.trulia.com/home/35-lighttown-ct-35-baltimore-md-21208-36347395
"1817 E  Pratt St, Baltimore, MD 21231",21218,364900,3,2,1992,https://www.trulia.com/home/1817-e-pratt-st-baltimore-md-21231-36434635
"2815 Jefferson St, Baltimore, MD 21205",21211,45000,3,1,1170,https://www.trulia.com/home/2815-jefferson-st-baltimore-md-21205-36438039
"2415 E  Madison St, Baltimore, MD 21205",21218,210000,3,2,1186,https://www.trulia.com/home/2415-e-madison-st-baltimore-md-21205-36442296
"1571 Richland St, Baltimore, MD 21217",21218,98000,2,1,572,https://www.trulia.com/home/1571-richland-st-baltimore-md-21217-36481550
"1633 Westwood Ave, Baltimore, MD 21217",21211,115000,3,2,NaN,https://www.trulia.com/home/1633-westwood-ave-baltimore-md-21217-36493302
"4108 Rollins Ave, Baltimore, MD 21207",21217,240000,3,2,1309,https://www.trulia.com/home/4108-rollins-ave-baltimore-md-21207-36496328
"2627 Loyola Northway, Baltimore, MD 21215",21217,340000,4,4,2036,https://www.trulia.com/home/2627-loyola-northway-baltimore-md-21215-36503803
"717 W  Lanvale St, Baltimore, MD 21217",21215,135000,3,2,1210,https://www.trulia.com/home/717-w-lanvale-st-baltimore-md-21217-36516045
"1022 W  Franklin St, Baltimore, MD 21223",21215,50000,3,2,NaN,https://www.trulia.com/home/1022-w-franklin-st-baltimore-md-21223-36516790
"306 N  Gilmor St, Baltimore, MD 21223",21215,165000,4,3,NaN,https://www.trulia.com/home/306-n-gilmor-st-baltimore-md-21223-36518771
"1723 W  Lombard St, Baltimore, MD 21223",21216,299900,3,4,NaN,https://www.trulia.com/home/1723-w-lombard-st-baltimore-md-21223-36519517
"215 S  Calhoun St, Baltimore, MD 21223",21230,116900,2,2,1800,https://www.trulia.com/home/215-s-calhoun-st-baltimore-md-21223-36520668
"2681 Saint Benedict St, Baltimore, MD 21223",21202,115000,3,1,1144,https://www.trulia.com/home/2681-saint-benedict-st-baltimore-md-21223-36525618
"2023 Wilhelm St, Baltimore, MD 21223",21201,112500,2,1,NaN,https://www.trulia.com/home/2023-wilhelm-st-baltimore-md-21223-36526720
"2011 Ramsay St, Baltimore, MD 21223",21230,115000,3,1,NaN,https://www.trulia.com/home/2011-ramsay-st-baltimore-md-21223-36526796
"1919 Ramsay St, Baltimore, MD 21223",21230,97500,2,1,NaN,https://www.trulia.com/home/1919-ramsay-st-baltimore-md-21223-36527008
"1205 James St, Baltimore, MD 21223",21230,170000,3,3,1520,https://www.trulia.com/home/1205-james-st-baltimore-md-21223-36533304
"2 E  Wheeling St #209, Baltimore, MD 21230",21229,199900,2,2,916,https://www.trulia.com/home/2-e-wheeling-st-209-baltimore-md-21230-36536688
"2309 Washington Blvd, Baltimore, MD 21230",21225,59300,3,1,1186,https://www.trulia.com/home/2309-washington-blvd-baltimore-md-21230-36547440
"6417 Hartwait St, Baltimore, MD 21224",21224,154900,2,2,840,https://www.trulia.com/home/6417-hartwait-st-baltimore-md-21224-36556443
"1231 S  Clinton St, Baltimore, MD 21224",21224,385000,2,3,1482,https://www.trulia.com/home/1231-s-clinton-st-baltimore-md-21224-36557732
"3706 Hudson St, Baltimore, MD 21224",21224,560000,4,4,2100,https://www.trulia.com/home/3706-hudson-st-baltimore-md-21224-36559351
"4512 Valley View Ave, Baltimore, MD 21206",21213,225000,4,3,1520,https://www.trulia.com/home/4512-valley-view-ave-baltimore-md-21206-36565733
"3601 Clarks Ln, Baltimore, MD 21215",21213,197500,3,2,2164,https://www.trulia.com/home/3601-clarks-ln-baltimore-md-21215-36604341
"2001 W  Pratt St, Baltimore, MD 21223",21213,160000,3,1,3375,https://www.trulia.com/home/2001-w-pratt-st-baltimore-md-21223-131293207
"2515 Boston St #202, Baltimore, MD 21224",21206,379999,1,3,1434,https://www.trulia.com/home/2515-boston-st-202-baltimore-md-21224-36429943
"829 N  Patterson Park Ave, Baltimore, MD 21205",21214,295900,3,4,2190,https://www.trulia.com/home/829-n-patterson-park-ave-baltimore-md-21205-36442564
"513 N  Linwood Ave, Baltimore, MD 21205",21214,195000,3,1,1590,https://www.trulia.com/home/513-n-linwood-ave-baltimore-md-21205-36445934
"1601 N  Chapel St, Baltimore, MD 21213",21215,120000,4,1,NaN,https://www.trulia.com/home/1601-n-chapel-st-baltimore-md-21213-36453515
"3343 Elmora Ave, Baltimore, MD 21213",21215,179900,3,2,896,https://www.trulia.com/home/3343-elmora-ave-baltimore-md-21213-36457080
"1604 E  29th St, Baltimore, MD 21218",21239,60000,3,1,NaN,https://www.trulia.com/home/1604-e-29th-st-baltimore-md-21218-36464651
"2202 Poplar Grove St, Baltimore, MD 21216",21230,295000,4,3,1922,https://www.trulia.com/home/2202-poplar-grove-st-baltimore-md-21216-36490336
"1810 N  Fulton Ave, Baltimore, MD 21217",21230,115000,3,2,NaN,https://www.trulia.com/home/1810-n-fulton-ave-baltimore-md-21217-36493635
"2015 Clifton Ave, Baltimore, MD 21217",21230,110000,2,1,NaN,https://www.trulia.com/home/2015-clifton-ave-baltimore-md-21217-36494984
"2020 N  Payson St, Baltimore, MD 21217",21230,115000,3,1,NaN,https://www.trulia.com/home/2020-n-payson-st-baltimore-md-21217-36494996
"2113 Clifton Ave, Baltimore, MD 21217",21230,120000,3,1,NaN,https://www.trulia.com/home/2113-clifton-ave-baltimore-md-21217-36495077
"4022 Boarman Ave, Baltimore, MD 21215",21234,40000,3,1,1401,https://www.trulia.com/home/4022-boarman-ave-baltimore-md-21215-36496134
"3928 Ridgewood Ave, Baltimore, MD 21215",21231,49900,3,1,1596,https://www.trulia.com/home/3928-ridgewood-ave-baltimore-md-21215-36496890
"2636 Oswego Ave, Baltimore, MD 21215",21224,299994,6,5,NaN,https://www.trulia.com/home/2636-oswego-ave-baltimore-md-21215-36503336
"4324 Reisterstown Rd, Baltimore, MD 21215",21213,150000,3,2,1400,https://www.trulia.com/home/4324-reisterstown-rd-baltimore-md-21215-36504278
"1001 Harlem Ave, Baltimore, MD 21217",21218,35000,NaN,NaN,NaN,https://www.trulia.com/home/1001-harlem-ave-baltimore-md-21217-36509838
"104 S  Carrollton Ave, Baltimore, MD 21223",21211,199900,3,4,NaN,https://www.trulia.com/home/104-s-carrollton-ave-baltimore-md-21223-36517638
"222 S  Bruce St, Baltimore, MD 21223",21218,115000,2,1,NaN,https://www.trulia.com/home/222-s-bruce-st-baltimore-md-21223-36519711
"1515 McHenry St, Baltimore, MD 21223",21218,200000,5,2,1472,https://www.trulia.com/home/1515-mchenry-st-baltimore-md-21223-36520016
"1704 Cole St, Baltimore, MD 21223",21211,125000,3,1,NaN,https://www.trulia.com/home/1704-cole-st-baltimore-md-21223-36520221
"505 Lyndhurst St, Baltimore, MD 21229",21217,249900,3,3,1434,https://www.trulia.com/home/505-lyndhurst-st-baltimore-md-21229-36522244
"2694 Dulany St, Baltimore, MD 21223",21217,120000,3,1,NaN,https://www.trulia.com/home/2694-dulany-st-baltimore-md-21223-36525740
"2617 Dulany St, Baltimore, MD 21223",21215,115000,2,1,744,https://www.trulia.com/home/2617-dulany-st-baltimore-md-21223-36525913
"2027 Ashton St, Baltimore, MD 21223",21215,105000,2,2,NaN,https://www.trulia.com/home/2027-ashton-st-baltimore-md-21223-36526914
"2021 Ashton St, Baltimore, MD 21223",21215,112500,3,1,NaN,https://www.trulia.com/home/2021-ashton-st-baltimore-md-21223-36526917
"1915 Christian St, Baltimore, MD 21223",21216,107500,2,1,NaN,https://www.trulia.com/home/1915-christian-st-baltimore-md-21223-36527042
"5311 Todd Ave, Baltimore, MD 21206",21230,255000,3,2,1536,https://www.trulia.com/home/5311-todd-ave-baltimore-md-21206-36564548
"446 Evesham Ave #16, Baltimore, MD 21212",21202,240000,3,2,1938,https://www.trulia.com/home/446-evesham-ave-16-baltimore-md-21212-36621274
"1018 N  Charles St #R-3, Baltimore, MD 21201",21201,195000,1,1,931,https://www.trulia.com/home/1018-n-charles-st-r-3-baltimore-md-21201-81750354
"1514 E  Chase St, Baltimore, MD 21213",21230,10000,NaN,NaN,NaN,https://www.trulia.com/home/1514-E-Chase-St-Baltimore-MD-21213-294970502
"400-400 402 Pitman Pl, Baltimore, MD 21202",21230,475000,8,4,NaN,https://www.trulia.com/home/400-400-402-pitman-pl-baltimore-md-21202-439279388
"3428 Belair Rd, Baltimore, MD 21213",21230,199900,1,3,2400,https://www.trulia.com/home/3428-belair-rd-baltimore-md-21213-2144646442
"1705 N  Caroline St, Baltimore, MD 21213",21229,115000,5,1,2450,https://www.trulia.com/home/1705-n-caroline-st-baltimore-md-21213-36449321
"1829 Druid Hill Ave, Baltimore, MD 21217",21225,80000,NaN,NaN,NaN,https://www.trulia.com/home/1829-druid-hill-ave-baltimore-md-21217-36488342
"1823 Druid Hill Ave, Baltimore, MD 21217",21224,80000,NaN,NaN,NaN,https://www.trulia.com/home/1823-druid-hill-ave-baltimore-md-21217-36488344
"701 Appleton St, Baltimore, MD 21217",21224,121000,4,2,NaN,https://www.trulia.com/home/701-appleton-st-baltimore-md-21217-36508718
"525 S  Catherine St, Baltimore, MD 21223",21224,100000,2,1,720,https://www.trulia.com/home/525-s-catherine-st-baltimore-md-21223-36526301
"2012 Eagle St, Baltimore, MD 21223",21213,125000,2,2,NaN,https://www.trulia.com/home/2012-eagle-st-baltimore-md-21223-36527142
"2354 Sidney Ave, Baltimore, MD 21230",21213,60000,3,1,1120,https://www.trulia.com/home/2354-sidney-ave-baltimore-md-21230-36548823
"6002 Glenoak Ave, Baltimore, MD 21214",21213,310000,3,4,1920,https://www.trulia.com/home/6002-glenoak-ave-baltimore-md-21214-36580685
"3415 Menlo Dr, Baltimore, MD 21215",21206,399000,4,3,1446,https://www.trulia.com/home/3415-menlo-dr-baltimore-md-21215-36601959
"3900 Pinkney Rd, Baltimore, MD 21215",21214,399900,6,3,2890,https://www.trulia.com/home/3900-pinkney-rd-baltimore-md-21215-36604674
"4243 Flowerton Rd, Baltimore, MD 21229",21214,258000,4,2,1152,https://www.trulia.com/home/4243-flowerton-rd-baltimore-md-21229-36628606
"207 S  Rock Glen Rd, Baltimore, MD 21229",21215,285000,3,2,1616,https://www.trulia.com/home/207-s-rock-glen-rd-baltimore-md-21229-36630587
"730 Murphy Ln, Baltimore, MD 21201",21215,209900,3,3,1408,https://www.trulia.com/home/730-murphy-ln-baltimore-md-21201-64704865
"1005 S  Kenwood Ave, Baltimore, MD 21224",21239,514900,2,NaN,2646,https://www.trulia.com/home/1005-s-kenwood-ave-baltimore-md-21224-131198254
"428 N  Luzerne Ave, Baltimore, MD 21224",21230,235000,3,3,2100,https://www.trulia.com/home/428-n-luzerne-ave-baltimore-md-21224-36438478
"2325 E  Preston St, Baltimore, MD 21213",21230,174900,3,2,1350,https://www.trulia.com/home/2325-e-preston-st-baltimore-md-21213-36450950
"2601 E  Oliver St, Baltimore, MD 21213",21230,230000,3,3,NaN,https://www.trulia.com/home/2601-e-oliver-st-baltimore-md-21213-36452914
