address,postcode,price,bedrooms,bathrooms,area_in_sqft,link
"1005 S  Carey St, Baltimore, MD 21223",21230,315000,3,4,1490,https://www.trulia.com/home/1005-s-carey-st-baltimore-md-21223-36533051
"726 S  Hanover St, Baltimore, MD 21230",21229,579900,4,3,1500,https://www.trulia.com/home/726-s-hanover-st-baltimore-md-21230-36536007
"930 Bridgeview Rd, Baltimore, MD 21225",21225,335000,3,2,1494,https://www.trulia.com/home/930-bridgeview-rd-baltimore-md-21225-36550363
"1 W  Jeffrey St, Baltimore, MD 21225",21224,155000,2,2,1265,https://www.trulia.com/home/1-w-jeffrey-st-baltimore-md-21225-36550742
"828 Ponca St, Baltimore, MD 21224",21224,264500,3,2,1800,https://www.trulia.com/home/828-ponca-st-baltimore-md-21224-36558206
"248 S  Highland Ave, Baltimore, MD 21224",21224,374900,3,4,1859,https://www.trulia.com/home/248-s-highland-ave-baltimore-md-21224-36560674
"4118 Ardley Ave, Baltimore, MD 21213",21213,172900,3,2,1120,https://www.trulia.com/home/4118-ardley-ave-baltimore-md-21213-36570564
"3705 Lyndale Ave, Baltimore, MD 21213",21213,130000,2,1,1050,https://www.trulia.com/home/3705-lyndale-ave-baltimore-md-21213-36571114
"3407 Cliftmont Ave, Baltimore, MD 21213",21213,164900,3,1,1200,https://www.trulia.com/home/3407-cliftmont-ave-baltimore-md-21213-36571853
"4209 Nicholas Ave, Baltimore, MD 21206",21206,50000,3,2,1170,https://www.trulia.com/home/4209-nicholas-ave-baltimore-md-21206-36573934
"3006 Rosalie Ave, Baltimore, MD 21234",21214,355000,4,3,2444,https://www.trulia.com/home/3006-rosalie-ave-baltimore-md-21234-36583040
"3017 Fleetwood Ave, Baltimore, MD 21214",21214,278000,3,1,1452,https://www.trulia.com/home/3017-fleetwood-ave-baltimore-md-21214-36584993
"3709 Manchester Ave, Baltimore, MD 21215",21215,120000,2,1,NaN,https://www.trulia.com/home/3709-manchester-ave-baltimore-md-21215-36598282
"4403 Rokeby Rd, Baltimore, MD 21229",21215,395000,7,3,3270,https://www.trulia.com/home/4403-rokeby-rd-baltimore-md-21229-36629550
"112 Mallow Hill Rd, Baltimore, MD 21229",21239,349900,5,2,1743,https://www.trulia.com/home/112-mallow-hill-rd-baltimore-md-21229-36631072
"4831 Midline Rd, Baltimore, MD 21206",21230,170000,3,2,1296,https://www.trulia.com/home/4831-midline-rd-baltimore-md-21206-90004216
"923 N  Calvert St, Baltimore, MD 21202",21230,550000,6,4,3969,https://www.trulia.com/home/923-n-calvert-st-baltimore-md-21202-118502595
"109 W  Ropewalk Ln, Baltimore, MD 21230",21230,475000,3,3,1871,https://www.trulia.com/home/109-w-ropewalk-ln-baltimore-md-21230-131677463
"1119 N  Lovegrove St, Baltimore, MD 21202",21230,325000,NaN,2,2552,https://www.trulia.com/home/1119-n-lovegrove-st-baltimore-md-21202-439808601
"331-331 N  Gay St #337, Baltimore, MD 21202",21230,200000,1,1,NaN,https://www.trulia.com/home/331-331-n-gay-st-337-baltimore-md-21202-2070929100
"818 S  Milton Ave, Baltimore, MD 21224",21234,285000,2,2,1232,https://www.trulia.com/home/818-s-milton-ave-baltimore-md-21224-36429827
"503 S  Belnord Ave, Baltimore, MD 21224",21231,299900,2,1,1260,https://www.trulia.com/home/503-s-belnord-ave-baltimore-md-21224-36432499
"3106 Fleet St, Baltimore, MD 21224",21224,400000,3,3,1440,https://www.trulia.com/home/3106-fleet-st-baltimore-md-21224-36432748
"2036 Gough St, Baltimore, MD 21231",21213,399999,3,3,1630,https://www.trulia.com/home/2036-gough-st-baltimore-md-21231-36436666
"23 N  Rose St, Baltimore, MD 21224",21218,215000,2,2,871,https://www.trulia.com/home/23-n-rose-st-baltimore-md-21224-36440541
"518 N  Luzerne Ave, Baltimore, MD 21205",21211,279900,3,3,1850,https://www.trulia.com/home/518-n-luzerne-ave-baltimore-md-21205-36444751
"600 N  Ellwood Ave, Baltimore, MD 21205",21218,68000,3,1,1428,https://www.trulia.com/home/600-n-ellwood-ave-baltimore-md-21205-36445807
"1741 E  Federal St, Baltimore, MD 21213",21218,160000,5,4,1832,https://www.trulia.com/home/1741-e-federal-st-baltimore-md-21213-36449734
"2227 E  Preston St, Baltimore, MD 21213",21211,229900,3,2,NaN,https://www.trulia.com/home/2227-e-preston-st-baltimore-md-21213-36451518
"3400 Elmley Ave, Baltimore, MD 21213",21217,155000,3,1,952,https://www.trulia.com/home/3400-elmley-ave-baltimore-md-21213-36456473
"1427 Homestead St, Baltimore, MD 21218",21217,99900,3,2,NaN,https://www.trulia.com/home/1427-homestead-st-baltimore-md-21218-36462878
"1761 Montpelier St, Baltimore, MD 21218",21215,100000,3,2,NaN,https://www.trulia.com/home/1761-montpelier-st-baltimore-md-21218-36462983
"1001 Saint Paul St #7H, Baltimore, MD 21202",21215,75000,NaN,1,503,https://www.trulia.com/home/1001-saint-paul-st-7h-baltimore-md-21202-36470539
"3006 Abell Ave, Baltimore, MD 21218",21215,440000,3,3,2216,https://www.trulia.com/home/3006-abell-ave-baltimore-md-21218-36477834
"3024 Auchentoroly Ter, Baltimore, MD 21217",21216,419000,4,NaN,4294,https://www.trulia.com/home/3024-auchentoroly-ter-baltimore-md-21217-36481074
"2411 Madison Ave, Baltimore, MD 21217",21230,574000,4,4,2700,https://www.trulia.com/home/2411-madison-ave-baltimore-md-21217-36482500
"1938 McCulloh St, Baltimore, MD 21217",21202,50000,NaN,NaN,1834,https://www.trulia.com/home/1938-mcculloh-st-baltimore-md-21217-36486519
"577 Laurens St, Baltimore, MD 21217",21201,229000,2,2,1010,https://www.trulia.com/home/577-laurens-st-baltimore-md-21217-36487834
"109 S  Carey St, Baltimore, MD 21223",21230,15900,3,1,NaN,https://www.trulia.com/home/109-s-carey-st-baltimore-md-21223-36517611
"321 N  Stricker St, Baltimore, MD 21223",21230,260000,4,3,NaN,https://www.trulia.com/home/321-n-stricker-st-baltimore-md-21223-36518478
"1308 McHenry St, Baltimore, MD 21223",21230,13900,2,1,NaN,https://www.trulia.com/home/1308-mchenry-st-baltimore-md-21223-36520699
"1206 S  Charles St, Baltimore, MD 21230",21229,515000,4,4,2344,https://www.trulia.com/home/1206-s-charles-st-baltimore-md-21230-36536969
"6 W  Clement St, Baltimore, MD 21230",21225,336500,3,3,1290,https://www.trulia.com/home/6-w-clement-st-baltimore-md-21230-36537186
"13 W  Barney St, Baltimore, MD 21230",21224,300000,2,2,1020,https://www.trulia.com/home/13-w-barney-st-baltimore-md-21230-36537884
"1123 Durst St, Baltimore, MD 21230",21224,350000,2,2,1688,https://www.trulia.com/home/1123-durst-st-baltimore-md-21230-36539369
"711 S  East Ave, Baltimore, MD 21224",21224,575000,4,4,1950,https://www.trulia.com/home/711-s-east-ave-baltimore-md-21224-36558781
"3612 Mount Pleasant Ave, Baltimore, MD 21224",21213,130000,3,2,804,https://www.trulia.com/home/3612-mount-pleasant-ave-baltimore-md-21224-36561159
"235 S  Highland Ave, Baltimore, MD 21224",21213,225000,2,2,1560,https://www.trulia.com/home/235-s-highland-ave-baltimore-md-21224-36561594
"453 Drew St, Baltimore, MD 21224",21213,189000,2,2,1676,https://www.trulia.com/home/453-drew-st-baltimore-md-21224-36562483
"3505 Mary Ave, Baltimore, MD 21214",21206,319000,3,2,1550,https://www.trulia.com/home/3505-mary-ave-baltimore-md-21214-36581677
"3723 Fleetwood Ave, Baltimore, MD 21206",21214,330000,5,4,1812,https://www.trulia.com/home/3723-fleetwood-ave-baltimore-md-21206-36584501
"1201 Poplar Hill Rd, Baltimore, MD 21210",21214,100000,NaN,NaN,NaN,https://www.trulia.com/home/1201-Poplar-Hill-Rd-Baltimore-MD-21210-36590951
"3021 Fallstaff Rd #503B, Baltimore, MD 21209",21215,245000,2,2,1680,https://www.trulia.com/home/3021-fallstaff-rd-503b-baltimore-md-21209-36600909
"5503 Magnolia Ave, Baltimore, MD 21215",21215,280000,3,3,1792,https://www.trulia.com/home/5503-magnolia-ave-baltimore-md-21215-36605254
"2705 Kildaire Dr, Baltimore, MD 21234",21239,290000,3,2,1428,https://www.trulia.com/home/2705-kildaire-dr-baltimore-md-21234-36609626
"706 E  Cold Spring Ln, Baltimore, MD 21212",21230,184500,3,1,1343,https://www.trulia.com/home/706-e-cold-spring-ln-baltimore-md-21212-36612244
"808 Benninghaus Rd, Baltimore, MD 21212",21230,194999,3,2,1330,https://www.trulia.com/home/808-benninghaus-rd-baltimore-md-21212-36614805
"5919 Falkirk Rd, Baltimore, MD 21239",21230,274900,3,2,1064,https://www.trulia.com/home/5919-falkirk-rd-baltimore-md-21239-36618472
"144 N  Duncan St, Baltimore, MD 21231",21230,350000,3,3,1554,https://www.trulia.com/home/144-n-duncan-st-baltimore-md-21231-72227625
"1200 Steuart St #1039, Baltimore, MD 21230",21230,499900,2,3,2238,https://www.trulia.com/home/1200-steuart-st-1039-baltimore-md-21230-90009973
"5008 Ashmans Hope, Baltimore, MD 21207",21234,350000,3,3,1456,https://www.trulia.com/home/5008-ashmans-hope-baltimore-md-21207-118501886
"958 S  Macon St, Baltimore, MD 21224",21231,360000,3,3,1524,https://www.trulia.com/home/958-s-macon-st-baltimore-md-21224-123763009
"6201 Greenspring Ave, Baltimore, MD 21209",21224,849000,7,5,4000,https://www.trulia.com/home/6201-greenspring-ave-baltimore-md-21209-337001926
"919 Saint Paul St, Baltimore, MD 21202",21213,589000,5,NaN,4221,https://www.trulia.com/home/919-saint-paul-st-baltimore-md-21202-439776604
"17 Stridesham Ct, Baltimore, MD 21209",21218,465000,3,4,1664,https://www.trulia.com/home/17-stridesham-ct-baltimore-md-21209-36353564
"419 S  Chapel St, Baltimore, MD 21231",21211,220000,1,1,768,https://www.trulia.com/home/419-s-chapel-st-baltimore-md-21231-36436140
"1955 N  Collington Ave, Baltimore, MD 21213",21218,149900,2,3,NaN,https://www.trulia.com/home/1955-n-collington-ave-baltimore-md-21213-36448397
"941 Homestead St, Baltimore, MD 21218",21218,75000,3,1,1260,https://www.trulia.com/home/941-homestead-st-baltimore-md-21218-36459054
"1407 E  Eager St, Baltimore, MD 21205",21211,339000,4,NaN,NaN,https://www.trulia.com/home/1407-e-eager-st-baltimore-md-21205-36468790
"324 E  23rd St, Baltimore, MD 21218",21217,249500,3,2,1890,https://www.trulia.com/home/324-e-23rd-st-baltimore-md-21218-36474518
"2133 Bolton St, Baltimore, MD 21217",21217,450000,4,3,3162,https://www.trulia.com/home/2133-bolton-st-baltimore-md-21217-36483340
"3802 Norfolk Ave, Baltimore, MD 21216",21215,200000,4,NaN,2184,https://www.trulia.com/home/3802-norfolk-ave-baltimore-md-21216-36489225
"1438 Presstman St, Baltimore, MD 21217",21215,99000,4,1,NaN,https://www.trulia.com/home/1438-presstman-st-baltimore-md-21217-36492967
"2117 N  Pulaski St, Baltimore, MD 21217",21215,20000,3,2,NaN,https://www.trulia.com/home/2117-n-pulaski-st-baltimore-md-21217-36495313
"2459 W  Cold Spring Ln, Baltimore, MD 21215",21216,165000,3,2,1560,https://www.trulia.com/home/2459-w-cold-spring-ln-baltimore-md-21215-36504062
"3904 Woodridge Rd, Baltimore, MD 21229",21230,199900,3,2,1650,https://www.trulia.com/home/3904-woodridge-rd-baltimore-md-21229-36507401
"3937 Flowerton Rd, Baltimore, MD 21229",21202,160000,3,1,1140,https://www.trulia.com/home/3937-flowerton-rd-baltimore-md-21229-36507651
"2550 Harlem Ave, Baltimore, MD 21216",21201,250000,3,2,1044,https://www.trulia.com/home/2550-harlem-ave-baltimore-md-21216-36508504
"1143 Myrtle Ave, Baltimore, MD 21201",21230,10000,NaN,NaN,1340,https://www.trulia.com/home/1143-myrtle-ave-baltimore-md-21201-36516185
"1032 W  Franklin St, Baltimore, MD 21223",21230,10000,3,1,NaN,https://www.trulia.com/home/1032-w-franklin-st-baltimore-md-21223-36516787
"304 S  Woodyear St, Baltimore, MD 21223",21230,114900,2,1,980,https://www.trulia.com/home/304-s-woodyear-st-baltimore-md-21223-36520850
"4019 W  Franklin St, Baltimore, MD 21229",21229,115000,3,1,1080,https://www.trulia.com/home/4019-w-franklin-st-baltimore-md-21229-36522470
"316 N  Monroe St, Baltimore, MD 21223",21225,195000,3,2,NaN,https://www.trulia.com/home/316-n-monroe-st-baltimore-md-21223-36528899
"307 Gwynn Ave, Baltimore, MD 21229",21224,84800,3,1,1288,https://www.trulia.com/home/307-gwynn-ave-baltimore-md-21229-36529226
"1326 Sargeant St, Baltimore, MD 21223",21224,149900,2,2,1068,https://www.trulia.com/home/1326-sargeant-st-baltimore-md-21223-36533464
"39 E  Hamburg St, Baltimore, MD 21230",21224,250000,3,1,792,https://www.trulia.com/home/39-e-hamburg-st-baltimore-md-21230-36536815
"1452 Riverside Ave, Baltimore, MD 21230",21213,325000,3,2,1610,https://www.trulia.com/home/1452-riverside-ave-baltimore-md-21230-36539752
"416 Pontiac Ave, Baltimore, MD 21225",21213,119999,3,1,1376,https://www.trulia.com/home/416-pontiac-ave-baltimore-md-21225-36551482
"1102 Baylis St, Baltimore, MD 21224",21213,459000,3,3,1664,https://www.trulia.com/home/1102-baylis-st-baltimore-md-21224-36558369
"3401 Hudson St, Baltimore, MD 21224",21206,475000,3,4,2180,https://www.trulia.com/home/3401-hudson-st-baltimore-md-21224-36559212
"426 S  Bouldin St, Baltimore, MD 21224",21214,350000,2,3,1596,https://www.trulia.com/home/426-s-bouldin-st-baltimore-md-21224-36560309
"5704 Adleigh Ave, Baltimore, MD 21206",21214,149900,3,2,1977,https://www.trulia.com/home/5704-adleigh-ave-baltimore-md-21206-36568552
"3323 Shannon Dr, Baltimore, MD 21213",21215,129900,3,1,1624,https://www.trulia.com/home/3323-shannon-dr-baltimore-md-21213-36572650
"3227 Dudley Ave, Baltimore, MD 21213",21215,135000,3,2,1440,https://www.trulia.com/home/3227-dudley-ave-baltimore-md-21213-36573035
"4003 Ridgecroft Rd, Baltimore, MD 21206",21239,274900,5,3,1818,https://www.trulia.com/home/4003-ridgecroft-rd-baltimore-md-21206-36580234
"2815 Montebello Ter, Baltimore, MD 21214",21230,250000,6,3,2100,https://www.trulia.com/home/2815-montebello-ter-baltimore-md-21214-36586144
"3013 Spaulding Ave, Baltimore, MD 21215",21230,179900,3,2,1680,https://www.trulia.com/home/3013-spaulding-ave-baltimore-md-21215-36595611
"3649 Glengyle Ave #3A, Baltimore, MD 21215",21230,169900,2,2,1704,https://www.trulia.com/home/3649-glengyle-ave-3a-baltimore-md-21215-36603631
"6210 Park Heights Ave #502, Baltimore, MD 21215",21230,170000,2,2,1356,https://www.trulia.com/home/6210-park-heights-ave-502-baltimore-md-21215-36604949
"1201 Springfield Ave, Baltimore, MD 21239",21230,340000,3,3,1412,https://www.trulia.com/home/1201-springfield-ave-baltimore-md-21239-36610917
"608 E  41st St, Baltimore, MD 21218",21234,94500,3,1,1650,https://www.trulia.com/home/608-e-41st-st-baltimore-md-21218-36611553
"2204 Angelica Ter, Baltimore, MD 21209",21231,162000,2,2,987,https://www.trulia.com/home/2204-angelica-ter-baltimore-md-21209-36622655
"5514 Wesley Ave, Baltimore, MD 21207",21224,440000,4,2,1728,https://www.trulia.com/home/5514-wesley-ave-baltimore-md-21207-36626294
"1011 Hunter St #A-1, Baltimore, MD 21202",21213,139000,2,1,1009,https://www.trulia.com/home/1011-hunter-st-a-1-baltimore-md-21202-67870677
"1018 N  Charles St #R-1, Baltimore, MD 21201",21218,159000,1,1,745,https://www.trulia.com/home/1018-n-charles-st-r-1-baltimore-md-21201-81750380
"3000 Stone Cliff Dr #204, Baltimore, MD 21209",21211,800000,2,3,2414,https://www.trulia.com/home/3000-stone-cliff-dr-204-baltimore-md-21209-82307451
"713 Gorsuch Ave, Baltimore, MD 21218",21218,425000,5,3,1764,https://www.trulia.com/home/713-gorsuch-ave-baltimore-md-21218-131226803
"3424 Belair Rd, Baltimore, MD 21213",21218,160000,4,3,1540,https://www.trulia.com/home/3424-belair-rd-baltimore-md-21213-131346813
"402 S  High St, Baltimore, MD 21202",21211,599900,4,3,1545,https://www.trulia.com/home/402-s-high-st-baltimore-md-21202-294969276
"839 Harlem Ave, Baltimore, MD 21201",21217,274900,3,3,1884,https://www.trulia.com/home/839-harlem-ave-baltimore-md-21201-294975220
"2370 Nutmeg Ter #2370, Baltimore, MD 21209",21217,249999,4,2,1359,https://www.trulia.com/home/2370-nutmeg-ter-2370-baltimore-md-21209-2063303622
"2599 Purnell Dr, Baltimore, MD 21207",21215,349999,4,2,2736,https://www.trulia.com/home/2599-purnell-dr-baltimore-md-21207-36202589
"2105 Woodbox Ln #2105C, Baltimore, MD 21209",21215,295000,2,2,1326,https://www.trulia.com/home/2105-woodbox-ln-2105c-baltimore-md-21209-36351816
"239 S  Duncan St, Baltimore, MD 21231",21215,199900,1,1,928,https://www.trulia.com/home/239-s-duncan-st-baltimore-md-21231-36428687
"3957 Wilsby Ave, Baltimore, MD 21218",21216,99900,3,1,1556,https://www.trulia.com/home/3957-wilsby-ave-baltimore-md-21218-36457800
"1126 Homestead St, Baltimore, MD 21218",21230,199900,3,2,1536,https://www.trulia.com/home/1126-homestead-st-baltimore-md-21218-36458588
"516 E  27th St, Baltimore, MD 21218",21202,259000,2,2,1700,https://www.trulia.com/home/516-e-27th-st-baltimore-md-21218-36459197
"538 E  22nd St, Baltimore, MD 21218",21201,374900,4,4,NaN,https://www.trulia.com/home/538-e-22nd-st-baltimore-md-21218-36459794
"718 E  37th St, Baltimore, MD 21218",21230,159999,3,1,986,https://www.trulia.com/home/718-e-37th-st-baltimore-md-21218-36465966
"845 N  Howard St, Baltimore, MD 21201",21230,300000,3,2,3234,https://www.trulia.com/home/845-n-howard-st-baltimore-md-21201-36469802
"1014 N  Warwick Ave, Baltimore, MD 21216",21230,138000,2,1,1038,https://www.trulia.com/home/1014-n-warwick-ave-baltimore-md-21216-36514241
"2016 Penrose Ave, Baltimore, MD 21223",21229,87500,3,2,NaN,https://www.trulia.com/home/2016-penrose-ave-baltimore-md-21223-36532045
"34 Poultney St, Baltimore, MD 21230",21225,309000,2,3,1348,https://www.trulia.com/home/34-poultney-st-baltimore-md-21230-36536786
"1216 Marshall St, Baltimore, MD 21230",21224,265000,2,2,1128,https://www.trulia.com/home/1216-marshall-st-baltimore-md-21230-36537031
"3428 Ramona Ave, Baltimore, MD 21213",21224,249900,3,2,1633,https://www.trulia.com/home/3428-ramona-ave-baltimore-md-21213-36572636
"4006 Wilke Ave, Baltimore, MD 21206",21224,321000,4,2,1750,https://www.trulia.com/home/4006-wilke-ave-baltimore-md-21206-36576305
"3305 Moravia Rd, Baltimore, MD 21214",21213,229900,3,2,1442,https://www.trulia.com/home/3305-moravia-rd-baltimore-md-21214-36576492
"1247 E  Belvedere Ave, Baltimore, MD 21239",21213,284900,4,2,1980,https://www.trulia.com/home/1247-e-belvedere-ave-baltimore-md-21239-36587885
"5103 Pembridge Ave, Baltimore, MD 21215",21213,65000,2,2,1088,https://www.trulia.com/home/5103-pembridge-ave-baltimore-md-21215-36595700
"3306 Labyrinth Rd, Baltimore, MD 21215",21206,1490000,6,6,3903,https://www.trulia.com/home/3306-labyrinth-rd-baltimore-md-21215-36600432
"2816 Berwick Ave, Baltimore, MD 21234",21214,374950,3,3,1044,https://www.trulia.com/home/2816-berwick-ave-baltimore-md-21234-36609623
"1049 Reverdy Rd, Baltimore, MD 21212",21214,260000,3,1,2380,https://www.trulia.com/home/1049-reverdy-rd-baltimore-md-21212-36616646
"2224 Foxbane Sq, Baltimore, MD 21209",21215,189000,3,2,1467,https://www.trulia.com/home/2224-foxbane-sq-baltimore-md-21209-36622669
"1000 Fell St #628, Baltimore, MD 21231",21215,640000,2,3,2282,https://www.trulia.com/home/1000-fell-st-628-baltimore-md-21231-90007778
"4032 1/2 6th St, Brooklyn, MD 21225",21239,185000,3,2,1200,https://www.trulia.com/home/4032-1-2-6th-st-brooklyn-md-21225-439649685
"2123 Eastern Ave, Baltimore, MD 21231",21230,535000,4,4,2604,https://www.trulia.com/home/2123-eastern-ave-baltimore-md-21231-36429164
"2129 Cambridge St, Baltimore, MD 21231",21230,464900,3,3,1566,https://www.trulia.com/home/2129-cambridge-st-baltimore-md-21231-36429260
"37 S  Ellwood Ave, Baltimore, MD 21224",21230,394999,3,4,1875,https://www.trulia.com/home/37-s-ellwood-ave-baltimore-md-21224-36433540
"2414 Orleans St, Baltimore, MD 21224",21230,138900,3,4,1608,https://www.trulia.com/home/2414-orleans-st-baltimore-md-21224-36438916
"2401 Orleans St, Baltimore, MD 21224",21230,159900,3,1,888,https://www.trulia.com/home/2401-orleans-st-baltimore-md-21224-36439009
"2516 Jefferson St, Baltimore, MD 21205",21234,199999,3,2,NaN,https://www.trulia.com/home/2516-jefferson-st-baltimore-md-21205-36444762
"1643 Darley Ave, Baltimore, MD 21213",21231,149900,3,1,NaN,https://www.trulia.com/home/1643-darley-ave-baltimore-md-21213-36447535
"1622 E  Lanvale St, Baltimore, MD 21213",21224,138000,3,1,NaN,https://www.trulia.com/home/1622-e-lanvale-st-baltimore-md-21213-36449047
"2846 Mayfield Ave, Baltimore, MD 21213",21213,150000,3,1,1140,https://www.trulia.com/home/2846-mayfield-ave-baltimore-md-21213-36456050
"1917 E  31st St, Baltimore, MD 21218",21218,215000,3,4,3264,https://www.trulia.com/home/1917-e-31st-st-baltimore-md-21218-36462187
"1910 E  28th St, Baltimore, MD 21218",21211,215000,4,2,1880,https://www.trulia.com/home/1910-e-28th-st-baltimore-md-21218-36464611
"1409 Ashland Ave, Baltimore, MD 21205",21218,69900,4,2,NaN,https://www.trulia.com/home/1409-ashland-ave-baltimore-md-21205-36468822
"2156 Mount Royal Ter, Baltimore, MD 21217",21218,275000,2,2,1472,https://www.trulia.com/home/2156-mount-royal-ter-baltimore-md-21217-36483474
"2313 Callow Ave, Baltimore, MD 21217",21211,599500,5,5,4532,https://www.trulia.com/home/2313-callow-ave-baltimore-md-21217-36483524
"3320 Beech Ave, Baltimore, MD 21211",21217,399000,3,3,1537,https://www.trulia.com/home/3320-beech-ave-baltimore-md-21211-36484179
"3233 Burleith Ave, Baltimore, MD 21215",21217,260000,3,3,1750,https://www.trulia.com/home/3233-burleith-ave-baltimore-md-21215-36495732
"1915 Edmondson Ave, Baltimore, MD 21223",21215,31000,3,1,NaN,https://www.trulia.com/home/1915-edmondson-ave-baltimore-md-21223-36521585
"337 Yale Ave, Baltimore, MD 21229",21215,255000,3,3,1436,https://www.trulia.com/home/337-yale-ave-baltimore-md-21229-36523080
"1906 W  Saratoga St, Baltimore, MD 21223",21215,199900,3,2,NaN,https://www.trulia.com/home/1906-w-saratoga-st-baltimore-md-21223-36528887
"1053 W  Barre St, Baltimore, MD 21230",21216,299900,4,3,1665,https://www.trulia.com/home/1053-w-barre-st-baltimore-md-21230-36532479
"509 Archer St, Baltimore, MD 21230",21230,159900,2,2,528,https://www.trulia.com/home/509-archer-st-baltimore-md-21230-36534165
"123 W  Barre St #402, Baltimore, MD 21201",21202,209000,2,2,1079,https://www.trulia.com/home/123-w-barre-st-402-baltimore-md-21201-36535900
"3823 10th St, Baltimore, MD 21225",21201,102000,2,1,810,https://www.trulia.com/home/3823-10th-st-baltimore-md-21225-36553318
"820 S  Eaton St, Baltimore, MD 21224",21230,529500,4,3,1770,https://www.trulia.com/home/820-s-eaton-st-baltimore-md-21224-36559391
"111 Hamlet Hill Rd #306, Baltimore, MD 21210",21230,385000,3,2,1796,https://www.trulia.com/home/111-hamlet-hill-rd-306-baltimore-md-21210-36591560
"1402 W  Old Cold Spring Ln, Baltimore, MD 21209",21230,486000,5,3,1767,https://www.trulia.com/home/1402-w-old-cold-spring-ln-baltimore-md-21209-36592225
"4709 Marlene Mews, Baltimore, MD 21224",21229,359000,3,3,1511,https://www.trulia.com/home/4709-marlene-mews-baltimore-md-21224-241970033
"211 N  Castle N, Baltimore, MD 21231",21225,219900,2,2,1400,https://www.trulia.com/home/211-n-castle-n-baltimore-md-21231-439581491
"1011 S  Robinson St, Baltimore, MD 21224",21224,279000,2,1,988,https://www.trulia.com/home/1011-s-robinson-st-baltimore-md-21224-36431217
"2632 E  Biddle St, Baltimore, MD 21213",21224,250000,3,2,140,https://www.trulia.com/home/2632-e-biddle-st-baltimore-md-21213-36451961
"1314 Morling Ave, Baltimore, MD 21211",21224,415000,3,2,1512,https://www.trulia.com/home/1314-morling-ave-baltimore-md-21211-36486026
"3816 Bonner Rd, Baltimore, MD 21216",21213,249500,4,3,1554,https://www.trulia.com/home/3816-bonner-rd-baltimore-md-21216-36489521
"5729 Jonquil Ave, Baltimore, MD 21215",21213,250000,3,3,1710,https://www.trulia.com/home/5729-jonquil-ave-baltimore-md-21215-36605478
"524 Chateau Ave, Baltimore, MD 21212",21213,139900,3,2,1152,https://www.trulia.com/home/524-chateau-ave-baltimore-md-21212-36613758
"5587 Kennison Ave, Baltimore, MD 21215",21206,264900,5,2,1760,https://www.trulia.com/home/5587-kennison-ave-baltimore-md-21215-36624175
"4428 Manorview Rd, Baltimore, MD 21229",21214,290000,4,2,1224,https://www.trulia.com/home/4428-manorview-rd-baltimore-md-21229-36631678
"215 S  Chester St, Baltimore, MD 21231",21214,450000,3,3,1476,https://www.trulia.com/home/215-s-chester-st-baltimore-md-21231-36428649
"4000 N  Charles St #303, Baltimore, MD 21218",21215,143000,1,1,860,https://www.trulia.com/home/4000-n-charles-st-303-baltimore-md-21218-36470748
"4000 N  Charles St #609, Baltimore, MD 21218",21215,135000,1,1,814,https://www.trulia.com/home/4000-n-charles-st-609-baltimore-md-21218-36470787
"1608 N  Fulton Ave, Baltimore, MD 21217",21239,39999,3,1,NaN,https://www.trulia.com/home/1608-n-fulton-ave-baltimore-md-21217-36493938
"3820 Granada Ave, Baltimore, MD 21207",21230,254900,3,3,1949,https://www.trulia.com/home/3820-granada-ave-baltimore-md-21207-36496317
"308 S  Payson St, Baltimore, MD 21223",21230,50000,3,1,849,https://www.trulia.com/home/308-s-payson-st-baltimore-md-21223-36526639
"2728 Chesley Ave, Baltimore, MD 21234",21230,310000,4,2,832,https://www.trulia.com/home/2728-chesley-ave-baltimore-md-21234-36609774
"21 S  Chapel St, Baltimore, MD 21231",21230,310000,3,2,1263,https://www.trulia.com/home/21-s-chapel-st-baltimore-md-21231-36434214
"20 S  Durham St, Baltimore, MD 21231",21230,290000,3,3,1344,https://www.trulia.com/home/20-s-durham-st-baltimore-md-21231-36434848
"232 N  Rose St, Baltimore, MD 21224",21234,89900,2,4,960,https://www.trulia.com/home/232-n-rose-st-baltimore-md-21224-36438705
"816 N  Belnord Ave, Baltimore, MD 21205",21231,199900,3,4,1334,https://www.trulia.com/home/816-n-belnord-ave-baltimore-md-21205-36446504
"808 N  Streeper St, Baltimore, MD 21205",21224,105000,2,3,NaN,https://www.trulia.com/home/808-n-streeper-st-baltimore-md-21205-36446573
"1900 N  Collington Ave, Baltimore, MD 21213",21213,260000,3,2,NaN,https://www.trulia.com/home/1900-n-collington-ave-baltimore-md-21213-36448233
"1049 N  Milton Ave, Baltimore, MD 21205",21218,285000,4,3,2120,https://www.trulia.com/home/1049-n-milton-ave-baltimore-md-21205-36455181
"3430 Elmley Ave, Baltimore, MD 21213",21211,174400,3,1,1116,https://www.trulia.com/home/3430-elmley-ave-baltimore-md-21213-36456488
"3102 Lawnview Ave, Baltimore, MD 21213",21218,109900,3,1,1280,https://www.trulia.com/home/3102-lawnview-ave-baltimore-md-21213-36456601
"2536 Aisquith St, Baltimore, MD 21218",21218,105000,2,1,NaN,https://www.trulia.com/home/2536-aisquith-st-baltimore-md-21218-36461999
"1724 E  30th St, Baltimore, MD 21218",21211,254600,3,2,1392,https://www.trulia.com/home/1724-e-30th-st-baltimore-md-21218-36462416
